"Country or Area","Year","Comm. Code","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"India","2010","293722","Steroidal hormones, their derivatives and structural analogues; halogenated derivatives of corticosteroidal hormones","Import","5262628","2884","Weight in kilograms","2884"
"India","2010","293723","Steroidal hormones, their derivatives and structural analogues; oestrogens and progestogens","Export","182498","","No Quantity",""
"India","2010","293723","Steroidal hormones, their derivatives and structural analogues; oestrogens and progestogens","Import","17959371","36143","Weight in kilograms","36143"
"India","2010","293729","Steroidal hormones, their derivatives and structural analogues; other than cortisone, hydrocortisone, prednisone (dehydrocortisone), prednisolone (dehydrohydrocortisone), halogenated derivatives of corticosteroidal hormones, oestrogen and progestogens","Export","12291405","","No Quantity",""
"India","2010","293729","Steroidal hormones, their derivatives and structural analogues; other than cortisone, hydrocortisone, prednisone (dehydrocortisone), prednisolone (dehydrohydrocortisone), halogenated derivatives of corticosteroidal hormones, oestrogen and progestogens","Import","18028828","25227","Weight in kilograms","25227"
"India","2010","293731","Epinephrine","Import","62389","66","Weight in kilograms","66"
"India","2010","293739","Catecholamine hormones other than epinephrine, their derivatives & structural analogues","Export","398855","","No Quantity",""
"India","2010","293739","Catecholamine hormones other than epinephrine, their derivatives & structural analogues","Import","1134458","621","Weight in kilograms","621"
"India","2010","293740","Amino-acid derivatives","Export","221697","","No Quantity",""
"India","2010","293740","Amino-acid derivatives","Import","1097023","30816","Weight in kilograms","30816"
"India","2010","293750","Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues","Export","1124242","","No Quantity",""
"India","2010","293750","Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues","Import","1667464","1086","Weight in kilograms","1086"
"India","2010","293790","Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones, n.e.c. in heading 2937","Export","10143421","","No Quantity",""
"India","2010","293790","Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones, n.e.c. in heading 2937","Import","39978239","83068","Weight in kilograms","83068"
"India","2010","293810","Glycosides; rutoside (rutin) and its derivatives","Import","1088698","8547","Weight in kilograms","8547"
"India","2010","293890","Glycosides; natural or reproduced by synthesis, other than rutoside (rutin) and its derivatives","Export","5022587","44778","Weight in kilograms","44778"
"India","2010","293890","Glycosides; natural or reproduced by synthesis, other than rutoside (rutin) and its derivatives","Import","19034309","961792","Weight in kilograms","961792"
"India","2010","293911","Alkaloids; of opium and their derivatives; salts thereof","Export","5063829","","No Quantity",""
"India","2010","293911","Alkaloids; of opium and their derivatives; salts thereof","Import","8431390","19402","Weight in kilograms","19402"
"India","2010","293919","Alkaloids; of opium and their derivatives; other than in 2939.11, salts thereof","Export","67314888","","No Quantity",""
"India","2010","293919","Alkaloids; of opium and their derivatives; other than in 2939.11, salts thereof","Import","2146907","12836","Weight in kilograms","12836"
"India","2010","293920","Alkaloids; of cinchona and their derivatives; salts thereof","Export","17827236","","No Quantity",""
"India","2010","293920","Alkaloids; of cinchona and their derivatives; salts thereof","Import","5351494","77218","Weight in kilograms","77218"
"India","2010","293930","Alkaloids; caffeine and its salts","Export","18150514","1574035","Weight in kilograms","1574035"
"India","2010","293930","Alkaloids; caffeine and its salts","Import","661119","49477","Weight in kilograms","49477"
"India","2010","293941","Alkaloids; of ephedrine and their derivatives; salts thereof","Export","3675132","79721","Weight in kilograms","79721"
"India","2010","293941","Alkaloids; of ephedrine and their derivatives; salts thereof","Import","17428","791","Weight in kilograms","791"
"India","2010","293942","Alkaloids; of ephedrine and their derivatives; pseudoephedrine (INN) and its salts","Export","20366737","398490","Weight in kilograms","398490"
"India","2010","293942","Alkaloids; of ephedrine and their derivatives; pseudoephedrine (INN) and its salts","Import","269","9","Weight in kilograms","9"
"India","2010","293949","Alkaloids; of ephedrine and their derivatives; other than ephedrine, pseudoephedrine (INN), norephedrine, cathine (INN), levometamfetamine, metamfetamine (INN), metamefetamine racemate and their salts","Export","2468332","","No Quantity",""
"India","2010","293949","Alkaloids; of ephedrine and their derivatives; other than ephedrine, pseudoephedrine (INN), norephedrine, cathine (INN), levometamfetamine, metamfetamine (INN), metamefetamine racemate and their salts","Import","18639","127","Weight in kilograms","127"
"India","2010","293951","Alkaloids; theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof, fenetylline (INN) and its salts","Export","541","","No Quantity",""
"India","2010","293959","Alkaloids; theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof, other than fenetylline","Export","2608964","50631","Weight in kilograms","50631"
"India","2010","293959","Alkaloids; theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof, other than fenetylline","Import","7674195","2026529","Weight in kilograms","2026529"
"India","2010","293961","Alkaloids; of rye ergot and their derivatives, ergometrine (INN) and its salts","Export","9697","","No Quantity",""
"India","2010","293961","Alkaloids; of rye ergot and their derivatives, ergometrine (INN) and its salts","Import","138482","17","Weight in kilograms","17"
"India","2010","293962","Alkaloids; of rye ergot and their derivatives, ergotamine (INN) and its salts","Export","1265","","No Quantity",""
"India","2010","293962","Alkaloids; of rye ergot and their derivatives, ergotamine (INN) and its salts","Import","136153","64","Weight in kilograms","64"
"India","2010","293969","Alkaloids; of rye ergot and their derivatives, salts thereof, n.e.c. in item no. 2939.6","Export","3297204","652","Weight in kilograms","652"
"India","2010","293969","Alkaloids; of rye ergot and their derivatives, salts thereof, n.e.c. in item no. 2939.6","Import","1917383","435","Weight in kilograms","435"
"India","2010","293991","Alkaloids, vegetable; natural or reproduced by synthesis, and their salts, esters and other derivatives n.e.c. in heading no. 2939.1, 2939.2, 2939.3, 2939.4, 2939.5, 2939.6, 2939.7","Export","585511","","No Quantity",""
"India","2010","293991","Alkaloids, vegetable; natural or reproduced by synthesis, and their salts, esters and other derivatives n.e.c. in heading no. 2939.1, 2939.2, 2939.3, 2939.4, 2939.5, 2939.6, 2939.7","Import","154","1","Weight in kilograms","1"
"India","2010","293999","Alkaloids, vegetable; natural or reproduced by synthesis, and their salts, esters and other derivatives n.e.c. in heading no. 2939","Export","29849800","","No Quantity",""
"India","2010","293999","Alkaloids, vegetable; natural or reproduced by synthesis, and their salts, esters and other derivatives n.e.c. in heading no. 2939","Import","23491828","79826","Weight in kilograms","79826"
"India","2010","294000","Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than the products of heading 29.37, 29.38, or 29.39","Export","2504148","","No Quantity",""
"India","2010","294000","Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than the products of heading 29.37, 29.38, or 29.39","Import","12754177","2489588","Weight in kilograms","2489588"
"India","2010","294110","Antibiotics; penicillins and their derivatives with a penicillanic acid structure; salts thereof","Export","225148236","6584132","Weight in kilograms","6584132"
"India","2010","294110","Antibiotics; penicillins and their derivatives with a penicillanic acid structure; salts thereof","Import","300064532","10734614","Weight in kilograms","10734614"
"India","2010","294120","Antibiotics; streptomycins and their derivatives; salts thereof","Export","318865","","No Quantity",""
"India","2010","294120","Antibiotics; streptomycins and their derivatives; salts thereof","Import","11165314","208875","Weight in kilograms","208875"
"India","2010","294130","Antibiotics; tetracyclines and their derivatives; salts thereof","Export","1063704","","No Quantity",""
"India","2010","294130","Antibiotics; tetracyclines and their derivatives; salts thereof","Import","32638663","1031333","Weight in kilograms","1031333"
"India","2010","294140","Antibiotics; chloramphenicol and its derivatives; salts thereof","Export","2804681","48068","Weight in kilograms","48068"
"India","2010","294140","Antibiotics; chloramphenicol and its derivatives; salts thereof","Import","7646208","263267","Weight in kilograms","263267"
"India","2010","294150","Antibiotics; erythromycin and its derivatives; salts thereof","Export","81088894","427290","Weight in kilograms","427290"
"India","2010","294150","Antibiotics; erythromycin and its derivatives; salts thereof","Import","139271448","2120509","Weight in kilograms","2120509"
"India","2010","294190","Antibiotics; n.e.c. in heading no. 2941","Export","380495640","","No Quantity",""
"India","2010","294190","Antibiotics; n.e.c. in heading no. 2941","Import","419539243","5557445","Weight in kilograms","5557445"
"India","2010","294200","Organic compounds; n.e.c. in chapter 29","Export","2216189933","","No Quantity",""
"India","2010","294200","Organic compounds; n.e.c. in chapter 29","Import","910473182","40123018","Weight in kilograms","40123018"
"India","2009","290110","Acyclic hydrocarbons; saturated","Export","643090","554796","Weight in kilograms","554796"
"India","2009","290110","Acyclic hydrocarbons; saturated","Import","34032396","42726303","Weight in kilograms","42726303"
"India","2009","290121","Acyclic hydrocarbons; unsaturated, ethylene","Export","73804","21776","Weight in kilograms","21776"
"India","2009","290121","Acyclic hydrocarbons; unsaturated, ethylene","Import","31883174","37147121","Weight in kilograms","37147121"
"India","2009","290122","Acyclic hydrocarbons; unsaturated, propene (propylene)","Export","23967954","23560253","Weight in kilograms","23560253"
"India","2009","290122","Acyclic hydrocarbons; unsaturated, propene (propylene)","Import","596099","70981","Weight in kilograms","70981"
"India","2009","290123","Acyclic hydrocarbons; unsaturated, butene (butylene) and isomers thereof","Export","11802","30500","Weight in kilograms","30500"
"India","2009","290123","Acyclic hydrocarbons; unsaturated, butene (butylene) and isomers thereof","Import","55521643","38459832","Weight in kilograms","38459832"
"India","2009","290124","Acyclic hydrocarbons; unsaturated, buta-1,3-diene and isoprene","Export","97049321","109916712","Weight in kilograms","109916712"
"India","2009","290124","Acyclic hydrocarbons; unsaturated, buta-1,3-diene and isoprene","Import","1241953","3154565","Weight in kilograms","3154565"
"India","2009","290129","Acyclic hydrocarbons; unsaturated, n.e.c. in heading no. 2901","Export","10869814","3933494","Weight in kilograms","3933494"
"India","2009","290129","Acyclic hydrocarbons; unsaturated, n.e.c. in heading no. 2901","Import","67961809","55318369","Weight in kilograms","55318369"
"India","2009","290211","Cyclic hydrocarbons; cyclohexane","Export","19610747","11453498","Weight in kilograms","11453498"
"India","2009","290211","Cyclic hydrocarbons; cyclohexane","Import","3286421","2510018","Weight in kilograms","2510018"
"India","2009","290219","Cyclic hydrocarbons; cyclanes, cyclenes and cycloterpenes, excluding cyclohexane","Export","4473034","2247196","Weight in kilograms","2247196"
"India","2009","290219","Cyclic hydrocarbons; cyclanes, cyclenes and cycloterpenes, excluding cyclohexane","Import","55792449","25437479","Weight in kilograms","25437479"
"India","2009","290220","Cyclic hydrocarbons; benzene","Export","305127947","403855047","Weight in kilograms","403855047"
"India","2009","290220","Cyclic hydrocarbons; benzene","Import","79469679","124320806","Weight in kilograms","124320806"
"India","2009","290230","Cyclic hydrocarbons; toluene","Export","1283893","1454124","Weight in kilograms","1454124"
"India","2009","290230","Cyclic hydrocarbons; toluene","Import","158778841","218781548","Weight in kilograms","218781548"
"India","2009","290241","Cyclic hydrocarbons; o-xylene","Export","135585845","165120341","Weight in kilograms","165120341"
"India","2009","290241","Cyclic hydrocarbons; o-xylene","Import","47526997","56947899","Weight in kilograms","56947899"
"India","2009","290242","Cyclic hydrocarbons; m-xylene","Export","4370984","10836988","Weight in kilograms","10836988"
"India","2009","290242","Cyclic hydrocarbons; m-xylene","Import","891192","550555","Weight in kilograms","550555"
"India","2009","290243","Cyclic hydrocarbons; p-xylene","Export","495457585","488479130","Weight in kilograms","488479130"
"India","2009","290243","Cyclic hydrocarbons; p-xylene","Import","238876342","246714450","Weight in kilograms","246714450"
"India","2009","290244","Cyclic hydrocarbons; mixed xylene isomers","Export","26018146","43738195","Weight in kilograms","43738195"
"India","2009","290244","Cyclic hydrocarbons; mixed xylene isomers","Import","2342817","2785263","Weight in kilograms","2785263"
"India","2009","290250","Cyclic hydrocarbons; styrene","Export","1145129","928160","Weight in kilograms","928160"
"India","2009","290250","Cyclic hydrocarbons; styrene","Import","430408649","454489013","Weight in kilograms","454489013"
"India","2009","290260","Cyclic hydrocarbons; ethylbenzene","Export","99847","33000","Weight in kilograms","33000"
"India","2009","290260","Cyclic hydrocarbons; ethylbenzene","Import","92945","66355","Weight in kilograms","66355"
"India","2009","290270","Cyclic hydrocarbons; cumene","Import","2112327","2905260","Weight in kilograms","2905260"
"India","2009","290290","Cyclic hydrocarbons; n.e.c. in heading no. 2902","Export","33624783","29578263","Weight in kilograms","29578263"
"India","2009","290290","Cyclic hydrocarbons; n.e.c. in heading no. 2902","Import","34630779","23430767","Weight in kilograms","23430767"
"India","2009","290311","Saturated chlorinated derivatives of acyclic hydrocarbons; chloromethane (methyl chloride) and chloroethane (ethyl chloride)","Export","156494","116088","Weight in kilograms","116088"
"India","2009","290311","Saturated chlorinated derivatives of acyclic hydrocarbons; chloromethane (methyl chloride) and chloroethane (ethyl chloride)","Import","751003","318192","Weight in kilograms","318192"
"India","2009","290312","Saturated chlorinated derivatives of acyclic hydrocarbons; dichloromethane (methylene chloride)","Export","400080","536479","Weight in kilograms","536479"
"India","2009","290312","Saturated chlorinated derivatives of acyclic hydrocarbons; dichloromethane (methylene chloride)","Import","23108592","54734692","Weight in kilograms","54734692"
"India","2009","290313","Saturated chlorinated derivatives of acyclic hydrocarbons; chloroform (trichloromethane)","Export","477049","163722","Weight in kilograms","163722"
"India","2009","290313","Saturated chlorinated derivatives of acyclic hydrocarbons; chloroform (trichloromethane)","Import","5797923","21210353","Weight in kilograms","21210353"
"India","2009","290314","Saturated chlorinated derivatives of acyclic hydrocarbons; carbon tetrachloride","Export","3361","830","Weight in kilograms","830"
"India","2009","290314","Saturated chlorinated derivatives of acyclic hydrocarbons; carbon tetrachloride","Import","238511","1651000","Weight in kilograms","1651000"
"India","2009","290315","Saturated chlorinated derivatives of acyclic hydrocarbons; ethylene dichloride (ISO) (1,2-dichloroethane)","Export","592029","131260","Weight in kilograms","131260"
"India","2009","290315","Saturated chlorinated derivatives of acyclic hydrocarbons; ethylene dichloride (ISO) (1,2-dichloroethane)","Import","57807903","180379893","Weight in kilograms","180379893"
"India","2009","290319","Saturated chlorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.1","Export","8001988","2367424","Weight in kilograms","2367424"
"India","2009","290319","Saturated chlorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.1","Import","12784743","4409404","Weight in kilograms","4409404"
"India","2009","290321","Unsaturated chlorinated derivatives of acyclic hydrocarbons; vinyl chloride (chloroethylene)","Import","55010877","81027298","Weight in kilograms","81027298"
"India","2009","290322","Unsaturated chlorinated derivatives of acyclic hydrocarbons; trichloroethylene","Export","11621","7645","Weight in kilograms","7645"
"India","2009","290322","Unsaturated chlorinated derivatives of acyclic hydrocarbons; trichloroethylene","Import","6239025","7748746","Weight in kilograms","7748746"
"India","2009","290323","Unsaturated chlorinated derivatives of acyclic hydrocarbons; tetrachloroethylene (perchloroethylene)","Export","3598","1074","Weight in kilograms","1074"
"India","2009","290323","Unsaturated chlorinated derivatives of acyclic hydrocarbons; tetrachloroethylene (perchloroethylene)","Import","3784641","5663304","Weight in kilograms","5663304"
"India","2009","290329","Unsaturated chlorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.2","Export","623857","266404","Weight in kilograms","266404"
"India","2009","290329","Unsaturated chlorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.2","Import","2212558","1212800","Weight in kilograms","1212800"
"India","2009","290331","Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons; ethylene dibromide (ISO) (1,2-dibromoethane)","Export","168333","10026","Weight in kilograms","10026"
"India","2009","290331","Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons; ethylene dibromide (ISO) (1,2-dibromoethane)","Import","600104","207238","Weight in kilograms","207238"
"India","2009","290339","Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons; other than ethylene dibromide (ISO) (1,2-dibromoethane)","Export","1277584","170998","Weight in kilograms","170998"
"India","2009","290339","Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons; other than ethylene dibromide (ISO) (1,2-dibromoethane)","Import","22741770","5336908","Weight in kilograms","5336908"
"India","2009","290341","Saturated fluorinated derivatives of acyclic hydrocarbons; trifluoromethane (HFC-23)","Export","29818","10671","Weight in kilograms","10671"
"India","2009","290342","Saturated fluorinated derivatives of acyclic hydrocarbons; difluoromethane (HFC-32)","Export","2022722","512050","Weight in kilograms","512050"
"India","2009","290342","Saturated fluorinated derivatives of acyclic hydrocarbons; difluoromethane (HFC-32)","Import","88342","68563","Weight in kilograms","68563"
"India","2009","290343","Saturated fluorinated derivatives of acyclic hydrocarbons; fluoromethane (HFC-41), 1,2-difluoroethane (HFC-152) and 1,1-difluoroethane (HFC-152a)","Export","14668404","15750138","Weight in kilograms","15750138"
"India","2009","290343","Saturated fluorinated derivatives of acyclic hydrocarbons; fluoromethane (HFC-41), 1,2-difluoroethane (HFC-152) and 1,1-difluoroethane (HFC-152a)","Import","480","100","Weight in kilograms","100"
"India","2009","290344","Saturated fluorinated derivatives of acyclic hydrocarbons; pentafluoroethane (HFC-125), 1,1,1-trifluoroethane (HFC-143a) and 1,1,2-trifluoroethane (HFC-143)","Export","816457","35891","Weight in kilograms","35891"
"India","2009","290344","Saturated fluorinated derivatives of acyclic hydrocarbons; pentafluoroethane (HFC-125), 1,1,1-trifluoroethane (HFC-143a) and 1,1,2-trifluoroethane (HFC-143)","Import","1667910","802959","Weight in kilograms","802959"
"India","2009","290345","Saturated fluorinated derivatives of acyclic hydrocarbons; 1,1,1,2-tetrafluoroethane (HFC-134a) and 1,1,2,2-tetrafluoroethane (HFC-134)","Export","2113577","1758437","Weight in kilograms","1758437"
"India","2009","290345","Saturated fluorinated derivatives of acyclic hydrocarbons; 1,1,1,2-tetrafluoroethane (HFC-134a) and 1,1,2,2-tetrafluoroethane (HFC-134)","Import","940873","399997","Weight in kilograms","399997"
"India","2009","290346","Saturated fluorinated derivatives of acyclic hydrocarbons; 1,1,1,2,3,3,3-heptafluoropropane (HFC-227ea), 1,1,1,2,2,3-hexafluoropropane (HFC-236cb), 1,1,1,2,3,3-hexafluoropropane (HFC-236ea) and 1,1,1,3,3,3-hexafluoropropane (HFC-236fa)","Export","410","1","Weight in kilograms","1"
"India","2009","290346","Saturated fluorinated derivatives of acyclic hydrocarbons; 1,1,1,2,3,3,3-heptafluoropropane (HFC-227ea), 1,1,1,2,2,3-hexafluoropropane (HFC-236cb), 1,1,1,2,3,3-hexafluoropropane (HFC-236ea) and 1,1,1,3,3,3-hexafluoropropane (HFC-236fa)","Import","60693","9516","Weight in kilograms","9516"
"India","2009","290347","Saturated fluorinated derivatives of acyclic hydrocarbons; 1,1,1,3,3-pentafluoropropane (HFC-245fa) and 1,1,2,2,3-pentafluoropropane (HFC-245ca)","Export","21719","1041","Weight in kilograms","1041"
"India","2009","290347","Saturated fluorinated derivatives of acyclic hydrocarbons; 1,1,1,3,3-pentafluoropropane (HFC-245fa) and 1,1,2,2,3-pentafluoropropane (HFC-245ca)","Import","3685","394","Weight in kilograms","394"
"India","2009","290349","Saturated fluorinated derivatives of acyclic hydrocarbons; n.e.c. in item no 2903.4","Export","64607113","51416577","Weight in kilograms","51416577"
"India","2009","290349","Saturated fluorinated derivatives of acyclic hydrocarbons; n.e.c. in item no 2903.4","Import","13244358","6117043","Weight in kilograms","6117043"
"India","2009","290351","Unsaturated fluorinated derivatives of acyclic hydrocarbons; 2,3,3,3-tetrafluoropropene (HFO-1234yf), 1,3,3,3-tetrafluoropropene (HFO-1234ze) and (Z)-1,1,1,4,4,4-hexafluoro-2-butene (HFO-1336mzz)","Import","164","70","Weight in kilograms","70"
"India","2009","290352","Aldrin (ISO), chlordane (ISO)&heptachlor (ISO)","Import","373","140","Weight in kilograms","140"
"India","2009","290359","Unsaturated fluorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.5","Export","330020","17912","Weight in kilograms","17912"
"India","2009","290359","Unsaturated fluorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.5","Import","18484890","8249940","Weight in kilograms","8249940"
"India","2009","290361","Brominated or iodinated derivatives of acyclic hydrocarbons; methyl bromide (bromomethane)","Export","19510732","19859233","Weight in kilograms","19859233"
"India","2009","290361","Brominated or iodinated derivatives of acyclic hydrocarbons; methyl bromide (bromomethane)","Import","1827358","537194","Weight in kilograms","537194"
"India","2009","290362","Brominated or iodinated derivatives of acyclic hydrocarbons; ethylene dibromide (ISO) (1,2-dibromoethane)","Export","2221479","814882","Weight in kilograms","814882"
"India","2009","290362","Brominated or iodinated derivatives of acyclic hydrocarbons; ethylene dibromide (ISO) (1,2-dibromoethane)","Import","133209","24167","Weight in kilograms","24167"
"India","2009","290369","Brominated or iodinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.6","Export","19221444","4621478","Weight in kilograms","4621478"
"India","2009","290369","Brominated or iodinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.6","Import","35729369","8967174","Weight in kilograms","8967174"
"India","2009","290410","Derivatives of hydrocarbons; containing only sulpho groups, their salts and ethyl esters, whether or not halogenated","Export","66056485","30554781","Weight in kilograms","30554781"
"India","2009","290410","Derivatives of hydrocarbons; containing only sulpho groups, their salts and ethyl esters, whether or not halogenated","Import","6874704","2958026","Weight in kilograms","2958026"
"India","2009","290420","Derivatives of hydrocarbons; containing only nitro or only nitroso groups, whether or not halogenated","Export","10830103","3022455","Weight in kilograms","3022455"
"India","2009","290420","Derivatives of hydrocarbons; containing only nitro or only nitroso groups, whether or not halogenated","Import","8274371","5641259","Weight in kilograms","5641259"
"India","2009","290490","Derivatives of hydrocarbons; n.e.c. in heading no. 2904, whether or not halogenated","Export","32915922","14088112","Weight in kilograms","14088112"
"India","2009","290490","Derivatives of hydrocarbons; n.e.c. in heading no. 2904, whether or not halogenated","Import","22266231","12055390","Weight in kilograms","12055390"
"India","2009","290511","Alcohols; saturated monohydric, methanol (methyl alcohol)","Export","7821763","27115095","Weight in kilograms","27115095"
"India","2009","290511","Alcohols; saturated monohydric, methanol (methyl alcohol)","Import","185959158","965758382","Weight in kilograms","965758382"
"India","2009","290512","Alcohols; saturated monohydric, propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol)","Export","7522920","5154370","Weight in kilograms","5154370"
"India","2009","290512","Alcohols; saturated monohydric, propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol)","Import","35022797","34414749","Weight in kilograms","34414749"
"India","2009","290513","Alcohols; saturated monohydric, butan-1-ol (n-butyl alcohol)","Export","1908743","1479209","Weight in kilograms","1479209"
"India","2009","290513","Alcohols; saturated monohydric, butan-1-ol (n-butyl alcohol)","Import","37735024","39652876","Weight in kilograms","39652876"
"India","2009","290514","Alcohols; saturated monohydric, butanols excluding item no. 2905.13","Export","31104709","2250346","Weight in kilograms","2250346"
"India","2009","290514","Alcohols; saturated monohydric, butanols excluding item no. 2905.13","Import","36510834","33720210","Weight in kilograms","33720210"
"India","2009","290516","Alcohols; saturated monohydric, octanol (octyl alcohol) and isomers thereof","Export","1691246","496496","Weight in kilograms","496496"
"India","2009","290516","Alcohols; saturated monohydric, octanol (octyl alcohol) and isomers thereof","Import","50021037","46301078","Weight in kilograms","46301078"
"India","2009","290517","Alcohols; saturated monohydric, dodecan-1-ol (lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)","Export","19731301","15748855","Weight in kilograms","15748855"
"India","2009","290517","Alcohols; saturated monohydric, dodecan-1-ol (lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)","Import","1842554","1130590","Weight in kilograms","1130590"
"India","2009","290519","Alcohols; saturated monohydric, n.e.c. in item no. 2905.1","Export","2227592","725546","Weight in kilograms","725546"
"India","2009","290519","Alcohols; saturated monohydric, n.e.c. in item no. 2905.1","Import","31336807","17316008","Weight in kilograms","17316008"
"India","2009","290522","Alcohols; unsaturated monohydric, acyclic terpene alcohols","Export","9801591","1479951","Weight in kilograms","1479951"
"India","2009","290522","Alcohols; unsaturated monohydric, acyclic terpene alcohols","Import","21902902","3003151","Weight in kilograms","3003151"
"India","2009","290529","Alcohols; acyclic, unsaturated monohydric, (other than acyclic terpene alcohols)","Export","1376497","144564","Weight in kilograms","144564"
"India","2009","290529","Alcohols; acyclic, unsaturated monohydric, (other than acyclic terpene alcohols)","Import","4257005","860426","Weight in kilograms","860426"
"India","2009","290531","Alcohols; acyclic, diols; ethylene glycol (ethanediol)","Export","6740641","11762427","Weight in kilograms","11762427"
"India","2009","290531","Alcohols; acyclic, diols; ethylene glycol (ethanediol)","Import","424838806","699882218","Weight in kilograms","699882218"
"India","2009","290532","Alcohols; acyclic, diols; propylene glycol (propane-1, 2-diol)","Export","1908238","1347362","Weight in kilograms","1347362"
"India","2009","290532","Alcohols; acyclic, diols; propylene glycol (propane-1, 2-diol)","Import","35651527","28453559","Weight in kilograms","28453559"
"India","2009","290539","Alcohols; acyclic, diols, other than ethylene glycol (ethandiol) or propylene glycol (propane-1,2-diol)","Export","6620692","4548728","Weight in kilograms","4548728"
"India","2009","290539","Alcohols; acyclic, diols, other than ethylene glycol (ethandiol) or propylene glycol (propane-1,2-diol)","Import","24419588","11964519","Weight in kilograms","11964519"
"India","2009","290541","Alcohols; polyhydric, 2-ethyl-2- (hydroxymethyl) propane-1,3-diol (trimethylolpropane)","Export","62988","22481","Weight in kilograms","22481"
"India","2009","290541","Alcohols; polyhydric, 2-ethyl-2- (hydroxymethyl) propane-1,3-diol (trimethylolpropane)","Import","3934500","2199887","Weight in kilograms","2199887"
"India","2009","290542","Alcohols; polyhydric, pentaerythritol","Export","2914873","985966","Weight in kilograms","985966"
"India","2009","290542","Alcohols; polyhydric, pentaerythritol","Import","13469102","11357419","Weight in kilograms","11357419"
"India","2009","290543","Alcohols; polyhydric, mannitol","Export","33215","5625","Weight in kilograms","5625"
"India","2009","290543","Alcohols; polyhydric, mannitol","Import","6898942","2376790","Weight in kilograms","2376790"
"India","2009","290544","Alcohols; polyhydric, d-glucitol (sorbitol)","Export","4023541","8096398","Weight in kilograms","8096398"
"India","2009","290544","Alcohols; polyhydric, d-glucitol (sorbitol)","Import","1513592","1494991","Weight in kilograms","1494991"
"India","2009","290545","Alcohols; polyhydric, glycerol","Export","861747","834586","Weight in kilograms","834586"
"India","2009","290545","Alcohols; polyhydric, glycerol","Import","8065212","14510508","Weight in kilograms","14510508"
"India","2009","290549","Alcohols; polyhydric, n.e.c. in item no. 2905.4","Export","1290257","1378827","Weight in kilograms","1378827"
"India","2009","290549","Alcohols; polyhydric, n.e.c. in item no. 2905.4","Import","7370830","6813534","Weight in kilograms","6813534"
"India","2009","290559","Alcohols; acyclic; halogenated, sulphonated, nitrated or nitrosated derivatives thereof, other than ethchlorvynol (INN)","Export","2381487","214024","Weight in kilograms","214024"
"India","2009","290559","Alcohols; acyclic; halogenated, sulphonated, nitrated or nitrosated derivatives thereof, other than ethchlorvynol (INN)","Import","1813800","523381","Weight in kilograms","523381"
"India","2009","290611","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, menthol","Export","94648366","11568015","Weight in kilograms","11568015"
"India","2009","290611","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, menthol","Import","522048","61081","Weight in kilograms","61081"
"India","2009","290612","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, cyclohexanol, methylcyclohexanols and dimethylcyclohexanols","Export","3246892","973814","Weight in kilograms","973814"
"India","2009","290612","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, cyclohexanol, methylcyclohexanols and dimethylcyclohexanols","Import","857084","129033","Weight in kilograms","129033"
"India","2009","290613","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, sterols and inositols","Export","1181860","134118","Weight in kilograms","134118"
