"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"China","2010","Epinephrine","Import","195","","No Quantity",""
"China","2010","Epinephrine","Export","4278978","9071","Weight in kilograms","9071"
"China","2010","Catecholamine hormones other than epinephrine, their derivatives & structural analogues","Export","24252","258","Weight in kilograms","258"
"China","2010","Catecholamine hormones other than epinephrine, their derivatives & structural analogues","Import","7055","26","Weight in kilograms","26"
"China","2010","Amino-acid derivatives","Import","307","","No Quantity",""
"China","2010","Amino-acid derivatives","Export","482840","3035","Weight in kilograms","3035"
"China","2010","Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues","Export","508455","","No Quantity",""
"China","2010","Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues","Import","3394211","1245","Weight in kilograms","1245"
"China","2010","Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones, n.e.c. in heading 2937","Export","16372233","81655","Weight in kilograms","81655"
"China","2010","Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones, n.e.c. in heading 2937","Import","5927691","4695","Weight in kilograms","4695"
"China","2010","Glycosides; rutoside (rutin) and its derivatives","Export","15452298","532773","Weight in kilograms","532773"
"China","2010","Glycosides; rutoside (rutin) and its derivatives","Import","1029100","100","Weight in kilograms","100"
"China","2010","Glycosides; natural or reproduced by synthesis, other than rutoside (rutin) and its derivatives","Export","368349198","6160046","Weight in kilograms","6160046"
"China","2010","Glycosides; natural or reproduced by synthesis, other than rutoside (rutin) and its derivatives","Import","104522484","686067","Weight in kilograms","686067"
"China","2010","Alkaloids; of opium and their derivatives; salts thereof","Export","7930","5","Weight in kilograms","5"
"China","2010","Alkaloids; of opium and their derivatives; salts thereof","Import","1467511","334","Weight in kilograms","334"
"China","2010","Alkaloids; of opium and their derivatives; other than in 2939.11, salts thereof","Export","29665","10","Weight in kilograms","10"
"China","2010","Alkaloids; of opium and their derivatives; other than in 2939.11, salts thereof","Import","3575337","30314","Weight in kilograms","30314"
"China","2010","Alkaloids; of cinchona and their derivatives; salts thereof","Export","11524","4872","Weight in kilograms","4872"
"China","2010","Alkaloids; of cinchona and their derivatives; salts thereof","Import","3283810","26560","Weight in kilograms","26560"
"China","2010","Alkaloids; caffeine and its salts","Export","96188696","12100225","Weight in kilograms","12100225"
"China","2010","Alkaloids; caffeine and its salts","Import","19983","810","Weight in kilograms","810"
"China","2010","Alkaloids; of ephedrine and their derivatives; salts thereof","Export","115233","2543","Weight in kilograms","2543"
"China","2010","Alkaloids; of ephedrine and their derivatives; pseudoephedrine (INN) and its salts","Export","3420282","73129","Weight in kilograms","73129"
"China","2010","Alkaloids; of ephedrine and their derivatives; cathine (INN) and its salts","Export","169750","350","Weight in kilograms","350"
"China","2010","Alkaloids; of ephedrine and their derivatives; cathine (INN) and its salts","Import","1148","25","Weight in kilograms","25"
"China","2010","Alkaloids; of ephedrine and their derivatives; other than ephedrine, pseudoephedrine (INN), norephedrine, cathine (INN), levometamfetamine, metamfetamine (INN), metamefetamine racemate and their salts","Export","65100","7950","Weight in kilograms","7950"
"China","2010","Alkaloids; theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof, other than fenetylline","Export","15540443","2594896","Weight in kilograms","2594896"
"China","2010","Alkaloids; theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof, other than fenetylline","Import","644","33","Weight in kilograms","33"
"China","2010","Alkaloids; of rye ergot and their derivatives, ergometrine (INN) and its salts","Import","49077","4","Weight in kilograms","4"
"China","2010","Alkaloids; of rye ergot and their derivatives, salts thereof, n.e.c. in item no. 2939.6","Export","1184909","113","Weight in kilograms","113"
"China","2010","Alkaloids; of rye ergot and their derivatives, salts thereof, n.e.c. in item no. 2939.6","Import","7348566","1374","Weight in kilograms","1374"
"China","2010","Alkaloids, vegetable; natural or reproduced by synthesis, and their salts, esters and other derivatives n.e.c. in heading no. 2939.1, 2939.2, 2939.3, 2939.4, 2939.5, 2939.6, 2939.7","Import","6580","","No Quantity",""
"China","2010","Alkaloids, vegetable; natural or reproduced by synthesis, and their salts, esters and other derivatives n.e.c. in heading no. 2939","Export","12153196","272976","Weight in kilograms","272976"
"China","2010","Alkaloids, vegetable; natural or reproduced by synthesis, and their salts, esters and other derivatives n.e.c. in heading no. 2939","Import","6159178","3895","Weight in kilograms","3895"
"China","2010","Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than the products of heading 29.37, 29.38, or 29.39","Export","45750559","22621062","Weight in kilograms","22621062"
"China","2010","Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than the products of heading 29.37, 29.38, or 29.39","Import","14404653","4519855","Weight in kilograms","4519855"
"China","2010","Antibiotics; penicillins and their derivatives with a penicillanic acid structure; salts thereof","Export","578259122","23637438","Weight in kilograms","23637438"
"China","2010","Antibiotics; penicillins and their derivatives with a penicillanic acid structure; salts thereof","Import","26931538","67693","Weight in kilograms","67693"
"China","2010","Antibiotics; streptomycins and their derivatives; salts thereof","Export","37142748","1661061","Weight in kilograms","1661061"
"China","2010","Antibiotics; streptomycins and their derivatives; salts thereof","Import","1695","6","Weight in kilograms","6"
"China","2010","Antibiotics; tetracyclines and their derivatives; salts thereof","Export","206588698","13360416","Weight in kilograms","13360416"
"China","2010","Antibiotics; tetracyclines and their derivatives; salts thereof","Import","3545904","4845","Weight in kilograms","4845"
"China","2010","Antibiotics; chloramphenicol and its derivatives; salts thereof","Export","90796183","1898649","Weight in kilograms","1898649"
"China","2010","Antibiotics; chloramphenicol and its derivatives; salts thereof","Import","113490","1835","Weight in kilograms","1835"
"China","2010","Antibiotics; erythromycin and its derivatives; salts thereof","Export","275350990","3128318","Weight in kilograms","3128318"
"China","2010","Antibiotics; erythromycin and its derivatives; salts thereof","Import","19900152","8214","Weight in kilograms","8214"
"China","2010","Antibiotics; n.e.c. in heading no. 2941","Export","1701640729","56784135","Weight in kilograms","56784135"
"China","2010","Antibiotics; n.e.c. in heading no. 2941","Import","333274419","1049668","Weight in kilograms","1049668"
"China","2010","Organic compounds; n.e.c. in chapter 29","Export","86437674","14568746","Weight in kilograms","14568746"
"China","2010","Organic compounds; n.e.c. in chapter 29","Import","19306572","603250","Weight in kilograms","603250"
"China","2009","Acyclic hydrocarbons; saturated","Export","8624206","7479238","Weight in kilograms","7479238"
"China","2009","Acyclic hydrocarbons; saturated","Import","54542217","54014082","Weight in kilograms","54014082"
"China","2009","Acyclic hydrocarbons; unsaturated, ethylene","Export","14041458","15393801","Weight in kilograms","15393801"
"China","2009","Acyclic hydrocarbons; unsaturated, ethylene","Import","807776620","974635872","Weight in kilograms","974635872"
"China","2009","Acyclic hydrocarbons; unsaturated, propene (propylene)","Export","517850","113160","Weight in kilograms","113160"
"China","2009","Acyclic hydrocarbons; unsaturated, propene (propylene)","Import","1363466357","1547544940","Weight in kilograms","1547544940"
"China","2009","Acyclic hydrocarbons; unsaturated, butene (butylene) and isomers thereof","Export","6355042","5795891","Weight in kilograms","5795891"
"China","2009","Acyclic hydrocarbons; unsaturated, butene (butylene) and isomers thereof","Import","3084259","3056952","Weight in kilograms","3056952"
"China","2009","Acyclic hydrocarbons; unsaturated, buta-1,3-diene and isoprene","Export","72058996","40926086","Weight in kilograms","40926086"
"China","2009","Acyclic hydrocarbons; unsaturated, buta-1,3-diene and isoprene","Import","248074574","297757833","Weight in kilograms","297757833"
"China","2009","Acyclic hydrocarbons; unsaturated, n.e.c. in heading no. 2901","Export","38282970","15495935","Weight in kilograms","15495935"
"China","2009","Acyclic hydrocarbons; unsaturated, n.e.c. in heading no. 2901","Import","64875323","51981485","Weight in kilograms","51981485"
"China","2009","Cyclic hydrocarbons; cyclohexane","Export","1494807","1264704","Weight in kilograms","1264704"
"China","2009","Cyclic hydrocarbons; cyclohexane","Import","19365189","29836824","Weight in kilograms","29836824"
"China","2009","Cyclic hydrocarbons; cyclanes, cyclenes and cycloterpenes, excluding cyclohexane","Export","101019100","32273300","Weight in kilograms","32273300"
"China","2009","Cyclic hydrocarbons; cyclanes, cyclenes and cycloterpenes, excluding cyclohexane","Import","39387484","23013384","Weight in kilograms","23013384"
"China","2009","Cyclic hydrocarbons; benzene","Export","213547752","277140911","Weight in kilograms","277140911"
"China","2009","Cyclic hydrocarbons; benzene","Import","292022842","621820712","Weight in kilograms","621820712"
"China","2009","Cyclic hydrocarbons; toluene","Export","5953441","8088136","Weight in kilograms","8088136"
"China","2009","Cyclic hydrocarbons; toluene","Import","512980081","790931118","Weight in kilograms","790931118"
"China","2009","Cyclic hydrocarbons; o-xylene","Export","2812","1131","Weight in kilograms","1131"
"China","2009","Cyclic hydrocarbons; o-xylene","Import","562977740","672801987","Weight in kilograms","672801987"
"China","2009","Cyclic hydrocarbons; m-xylene","Export","15658","2900","Weight in kilograms","2900"
"China","2009","Cyclic hydrocarbons; m-xylene","Import","12947843","13015346","Weight in kilograms","13015346"
"China","2009","Cyclic hydrocarbons; p-xylene","Export","313017034","333276572","Weight in kilograms","333276572"
"China","2009","Cyclic hydrocarbons; p-xylene","Import","3478105800","3705258562","Weight in kilograms","3705258562"
"China","2009","Cyclic hydrocarbons; mixed xylene isomers","Export","461252","299670","Weight in kilograms","299670"
"China","2009","Cyclic hydrocarbons; mixed xylene isomers","Import","4210532","4801286","Weight in kilograms","4801286"
"China","2009","Cyclic hydrocarbons; styrene","Export","5147304","7921675","Weight in kilograms","7921675"
"China","2009","Cyclic hydrocarbons; styrene","Import","3411896787","3643845659","Weight in kilograms","3643845659"
"China","2009","Cyclic hydrocarbons; ethylbenzene","Export","103708","53612","Weight in kilograms","53612"
"China","2009","Cyclic hydrocarbons; ethylbenzene","Import","2144447","2086310","Weight in kilograms","2086310"
"China","2009","Cyclic hydrocarbons; cumene","Export","5036061","8221701","Weight in kilograms","8221701"
"China","2009","Cyclic hydrocarbons; cumene","Import","51071284","80574628","Weight in kilograms","80574628"
"China","2009","Cyclic hydrocarbons; n.e.c. in heading no. 2902","Export","49702537","9464081","Weight in kilograms","9464081"
"China","2009","Cyclic hydrocarbons; n.e.c. in heading no. 2902","Import","61351402","44490290","Weight in kilograms","44490290"
"China","2009","Saturated chlorinated derivatives of acyclic hydrocarbons; chloromethane (methyl chloride) and chloroethane (ethyl chloride)","Export","63387","42560","Weight in kilograms","42560"
"China","2009","Saturated chlorinated derivatives of acyclic hydrocarbons; chloromethane (methyl chloride) and chloroethane (ethyl chloride)","Import","324885","38139","Weight in kilograms","38139"
"China","2009","Saturated chlorinated derivatives of acyclic hydrocarbons; dichloromethane (methylene chloride)","Export","14172169","29166607","Weight in kilograms","29166607"
"China","2009","Saturated chlorinated derivatives of acyclic hydrocarbons; dichloromethane (methylene chloride)","Import","5097175","10282721","Weight in kilograms","10282721"
"China","2009","Saturated chlorinated derivatives of acyclic hydrocarbons; chloroform (trichloromethane)","Export","13583","4914","Weight in kilograms","4914"
"China","2009","Saturated chlorinated derivatives of acyclic hydrocarbons; chloroform (trichloromethane)","Import","31640910","94259765","Weight in kilograms","94259765"
"China","2009","Saturated chlorinated derivatives of acyclic hydrocarbons; ethylene dichloride (ISO) (1,2-dichloroethane)","Export","17826188","42724091","Weight in kilograms","42724091"
"China","2009","Saturated chlorinated derivatives of acyclic hydrocarbons; ethylene dichloride (ISO) (1,2-dichloroethane)","Import","137894477","573392913","Weight in kilograms","573392913"
"China","2009","Saturated chlorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.1","Export","4073131","2144803","Weight in kilograms","2144803"
"China","2009","Saturated chlorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.1","Import","6019770","11971219","Weight in kilograms","11971219"
"China","2009","Unsaturated chlorinated derivatives of acyclic hydrocarbons; vinyl chloride (chloroethylene)","Export","4091515","5981781","Weight in kilograms","5981781"
"China","2009","Unsaturated chlorinated derivatives of acyclic hydrocarbons; vinyl chloride (chloroethylene)","Import","840676832","1376671257","Weight in kilograms","1376671257"
"China","2009","Unsaturated chlorinated derivatives of acyclic hydrocarbons; trichloroethylene","Export","116247","120295","Weight in kilograms","120295"
"China","2009","Unsaturated chlorinated derivatives of acyclic hydrocarbons; trichloroethylene","Import","21453916","31466868","Weight in kilograms","31466868"
"China","2009","Unsaturated chlorinated derivatives of acyclic hydrocarbons; tetrachloroethylene (perchloroethylene)","Export","659465","796718","Weight in kilograms","796718"
"China","2009","Unsaturated chlorinated derivatives of acyclic hydrocarbons; tetrachloroethylene (perchloroethylene)","Import","11317395","19458720","Weight in kilograms","19458720"
"China","2009","Unsaturated chlorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.2","Export","16351911","6833335","Weight in kilograms","6833335"
"China","2009","Unsaturated chlorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.2","Import","985766","23307","Weight in kilograms","23307"
"China","2009","Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons; other than ethylene dibromide (ISO) (1,2-dibromoethane)","Export","322849219","96431141","Weight in kilograms","96431141"
"China","2009","Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons; other than ethylene dibromide (ISO) (1,2-dibromoethane)","Import","32352891","4984465","Weight in kilograms","4984465"
"China","2009","Saturated fluorinated derivatives of acyclic hydrocarbons; trifluoromethane (HFC-23)","Export","144070","58500","Weight in kilograms","58500"
"China","2009","Saturated fluorinated derivatives of acyclic hydrocarbons; difluoromethane (HFC-32)","Export","318038","115640","Weight in kilograms","115640"
"China","2009","Saturated fluorinated derivatives of acyclic hydrocarbons; fluoromethane (HFC-41), 1,2-difluoroethane (HFC-152) and 1,1-difluoroethane (HFC-152a)","Export","2837372","1057242","Weight in kilograms","1057242"
"China","2009","Saturated fluorinated derivatives of acyclic hydrocarbons; 1,1,1,2-tetrafluoroethane (HFC-134a) and 1,1,2,2-tetrafluoroethane (HFC-134)","Export","7017667","1797665","Weight in kilograms","1797665"
"China","2009","Saturated fluorinated derivatives of acyclic hydrocarbons; 1,1,1,2-tetrafluoroethane (HFC-134a) and 1,1,2,2-tetrafluoroethane (HFC-134)","Import","228035","4476","Weight in kilograms","4476"
"China","2009","Saturated fluorinated derivatives of acyclic hydrocarbons; 1,1,1,2,3,3,3-heptafluoropropane (HFC-227ea), 1,1,1,2,2,3-hexafluoropropane (HFC-236cb), 1,1,1,2,3,3-hexafluoropropane (HFC-236ea) and 1,1,1,3,3,3-hexafluoropropane (HFC-236fa)","Export","5445","586","Weight in kilograms","586"
"China","2009","Saturated fluorinated derivatives of acyclic hydrocarbons; 1,1,1,2,3,3,3-heptafluoropropane (HFC-227ea), 1,1,1,2,2,3-hexafluoropropane (HFC-236cb), 1,1,1,2,3,3-hexafluoropropane (HFC-236ea) and 1,1,1,3,3,3-hexafluoropropane (HFC-236fa)","Import","69835","20417","Weight in kilograms","20417"
"China","2009","Saturated fluorinated derivatives of acyclic hydrocarbons; 1,1,1,3,3-pentafluoropropane (HFC-245fa) and 1,1,2,2,3-pentafluoropropane (HFC-245ca)","Export","5905158","1357584","Weight in kilograms","1357584"
"China","2009","Saturated fluorinated derivatives of acyclic hydrocarbons; 1,1,1,3,3-pentafluoropropane (HFC-245fa) and 1,1,2,2,3-pentafluoropropane (HFC-245ca)","Import","1300788","28275","Weight in kilograms","28275"
"China","2009","Saturated fluorinated derivatives of acyclic hydrocarbons; n.e.c. in item no 2903.4","Export","237386220","162476117","Weight in kilograms","162476117"
"China","2009","Saturated fluorinated derivatives of acyclic hydrocarbons; n.e.c. in item no 2903.4","Import","1952156","144763","Weight in kilograms","144763"
"China","2009","Unsaturated fluorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.5","Export","76206872","11499349","Weight in kilograms","11499349"
"China","2009","Unsaturated fluorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.5","Import","2974931","1493070","Weight in kilograms","1493070"
"China","2009","Brominated or iodinated derivatives of acyclic hydrocarbons; methyl bromide (bromomethane)","Export","25678981","24014971","Weight in kilograms","24014971"
"China","2009","Brominated or iodinated derivatives of acyclic hydrocarbons; methyl bromide (bromomethane)","Import","6632168","5769534","Weight in kilograms","5769534"
"China","2009","Brominated or iodinated derivatives of acyclic hydrocarbons; ethylene dibromide (ISO) (1,2-dibromoethane)","Import","65","","No Quantity",""
"China","2009","Brominated or iodinated derivatives of acyclic hydrocarbons; ethylene dibromide (ISO) (1,2-dibromoethane)","Export","1926110","722549","Weight in kilograms","722549"
"China","2009","Brominated or iodinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.6","Export","171415885","30770790","Weight in kilograms","30770790"
"China","2009","Brominated or iodinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.6","Import","14408324","4990689","Weight in kilograms","4990689"
"China","2009","Derivatives of hydrocarbons; containing only sulpho groups, their salts and ethyl esters, whether or not halogenated","Export","18822707","8797681","Weight in kilograms","8797681"
"China","2009","Derivatives of hydrocarbons; containing only sulpho groups, their salts and ethyl esters, whether or not halogenated","Import","11082818","2992382","Weight in kilograms","2992382"
"China","2009","Derivatives of hydrocarbons; containing only nitro or only nitroso groups, whether or not halogenated","Export","36500259","20703174","Weight in kilograms","20703174"
"China","2009","Derivatives of hydrocarbons; containing only nitro or only nitroso groups, whether or not halogenated","Import","12036959","12286651","Weight in kilograms","12286651"
"China","2009","Derivatives of hydrocarbons; n.e.c. in heading no. 2904, whether or not halogenated","Export","61190782","28140600","Weight in kilograms","28140600"
"China","2009","Derivatives of hydrocarbons; n.e.c. in heading no. 2904, whether or not halogenated","Import","6962849","1911504","Weight in kilograms","1911504"
"China","2009","Alcohols; saturated monohydric, methanol (methyl alcohol)","Export","3815792","13803906","Weight in kilograms","13803906"
"China","2009","Alcohols; saturated monohydric, methanol (methyl alcohol)","Import","1140298091","5287922728","Weight in kilograms","5287922728"
"China","2009","Alcohols; saturated monohydric, propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol)","Export","2437203","1998385","Weight in kilograms","1998385"
"China","2009","Alcohols; saturated monohydric, propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol)","Import","118644999","128480911","Weight in kilograms","128480911"
"China","2009","Alcohols; saturated monohydric, butan-1-ol (n-butyl alcohol)","Export","1222077","836644","Weight in kilograms","836644"
"China","2009","Alcohols; saturated monohydric, butan-1-ol (n-butyl alcohol)","Import","436757709","486849726","Weight in kilograms","486849726"
"China","2009","Alcohols; saturated monohydric, butanols excluding item no. 2905.13","Export","4895024","3835138","Weight in kilograms","3835138"
"China","2009","Alcohols; saturated monohydric, butanols excluding item no. 2905.13","Import","159700478","205901768","Weight in kilograms","205901768"
"China","2009","Alcohols; saturated monohydric, octanol (octyl alcohol) and isomers thereof","Export","6354092","6705206","Weight in kilograms","6705206"
"China","2009","Alcohols; saturated monohydric, octanol (octyl alcohol) and isomers thereof","Import","495291674","469864853","Weight in kilograms","469864853"
"China","2009","Alcohols; saturated monohydric, dodecan-1-ol (lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)","Export","1233610","776809","Weight in kilograms","776809"
"China","2009","Alcohols; saturated monohydric, dodecan-1-ol (lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)","Import","28387747","23065395","Weight in kilograms","23065395"
"China","2009","Alcohols; saturated monohydric, n.e.c. in item no. 2905.1","Export","33271152","18181383","Weight in kilograms","18181383"
"China","2009","Alcohols; saturated monohydric, n.e.c. in item no. 2905.1","Import","266852195","247208996","Weight in kilograms","247208996"
"China","2009","Alcohols; unsaturated monohydric, acyclic terpene alcohols","Export","35409216","5159283","Weight in kilograms","5159283"
"China","2009","Alcohols; unsaturated monohydric, acyclic terpene alcohols","Import","17055315","2483127","Weight in kilograms","2483127"
"China","2009","Alcohols; acyclic, unsaturated monohydric, (other than acyclic terpene alcohols)","Export","18406872","1185090","Weight in kilograms","1185090"
"China","2009","Alcohols; acyclic, unsaturated monohydric, (other than acyclic terpene alcohols)","Import","33571361","15867269","Weight in kilograms","15867269"
"China","2009","Alcohols; acyclic, diols; ethylene glycol (ethanediol)","Export","7158448","6739400","Weight in kilograms","6739400"
"China","2009","Alcohols; acyclic, diols; ethylene glycol (ethanediol)","Import","3515447133","5828090324","Weight in kilograms","5828090324"
"China","2009","Alcohols; acyclic, diols; propylene glycol (propane-1, 2-diol)","Export","36751025","32733553","Weight in kilograms","32733553"
"China","2009","Alcohols; acyclic, diols; propylene glycol (propane-1, 2-diol)","Import","71389688","58943539","Weight in kilograms","58943539"
"China","2009","Alcohols; acyclic, diols, other than ethylene glycol (ethandiol) or propylene glycol (propane-1,2-diol)","Export","18951574","9634729","Weight in kilograms","9634729"
"China","2009","Alcohols; acyclic, diols, other than ethylene glycol (ethandiol) or propylene glycol (propane-1,2-diol)","Import","288562271","212825780","Weight in kilograms","212825780"
"China","2009","Alcohols; polyhydric, 2-ethyl-2- (hydroxymethyl) propane-1,3-diol (trimethylolpropane)","Export","3511319","2326724","Weight in kilograms","2326724"
"China","2009","Alcohols; polyhydric, 2-ethyl-2- (hydroxymethyl) propane-1,3-diol (trimethylolpropane)","Import","19313350","13297041","Weight in kilograms","13297041"
"China","2009","Alcohols; polyhydric, pentaerythritol","Export","70065267","52788314","Weight in kilograms","52788314"
"China","2009","Alcohols; polyhydric, pentaerythritol","Import","3921196","2126547","Weight in kilograms","2126547"
"China","2009","Alcohols; polyhydric, mannitol","Export","9259391","4444870","Weight in kilograms","4444870"
"China","2009","Alcohols; polyhydric, mannitol","Import","1639500","505448","Weight in kilograms","505448"
"China","2009","Alcohols; polyhydric, d-glucitol (sorbitol)","Export","28809210","50037820","Weight in kilograms","50037820"
"China","2009","Alcohols; polyhydric, d-glucitol (sorbitol)","Import","1592714","1878326","Weight in kilograms","1878326"
"China","2009","Alcohols; polyhydric, glycerol","Export","4605620","8529457","Weight in kilograms","8529457"
"China","2009","Alcohols; polyhydric, glycerol","Import","60628017","114235215","Weight in kilograms","114235215"
"China","2009","Alcohols; polyhydric, n.e.c. in item no. 2905.4","Export","54679683","20292468","Weight in kilograms","20292468"
"China","2009","Alcohols; polyhydric, n.e.c. in item no. 2905.4","Import","11823737","3251530","Weight in kilograms","3251530"
"China","2009","Alcohols; acyclic; halogenated, sulphonated, nitrated or nitrosated derivatives thereof, other than ethchlorvynol (INN)","Export","52112405","9812415","Weight in kilograms","9812415"
"China","2009","Alcohols; acyclic; halogenated, sulphonated, nitrated or nitrosated derivatives thereof, other than ethchlorvynol (INN)","Import","2767723","459936","Weight in kilograms","459936"
"China","2009","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, menthol","Export","64584701","4539667","Weight in kilograms","4539667"
"China","2009","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, menthol","Import","107761820","8764629","Weight in kilograms","8764629"
"China","2009","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, cyclohexanol, methylcyclohexanols and dimethylcyclohexanols","Export","98020","14458","Weight in kilograms","14458"
"China","2009","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, cyclohexanol, methylcyclohexanols and dimethylcyclohexanols","Import","2041464","1512955","Weight in kilograms","1512955"
"China","2009","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, sterols and inositols","Export","24493356","2652191","Weight in kilograms","2652191"
"China","2009","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, sterols and inositols","Import","6087579","326856","Weight in kilograms","326856"
"China","2009","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, n.e.c. in item no. 2906.1","Export","89386486","12246951","Weight in kilograms","12246951"
"China","2009","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, n.e.c. in item no. 2906.1","Import","7196348","608274","Weight in kilograms","608274"
"China","2009","Alcohols; aromatic alcohols and derivatives, benzyl alcohol","Export","7822017","4614056","Weight in kilograms","4614056"
"China","2009","Alcohols; aromatic alcohols and derivatives, benzyl alcohol","Import","1536144","947083","Weight in kilograms","947083"
"China","2009","Alcohols; aromatic and derivatives, other than benzyl alcohol","Export","49998144","7951562","Weight in kilograms","7951562"
"China","2009","Alcohols; aromatic and derivatives, other than benzyl alcohol","Import","7688060","305652","Weight in kilograms","305652"
"China","2009","Monophenols; phenol (hydroxybenzene) and its salts","Export","14530814","9948745","Weight in kilograms","9948745"
"China","2009","Monophenols; phenol (hydroxybenzene) and its salts","Import","441264067","573376540","Weight in kilograms","573376540"
"China","2009","Monophenols; cresols and their salts","Export","29644960","10150626","Weight in kilograms","10150626"
"China","2009","Monophenols; cresols and their salts","Import","49424112","19955641","Weight in kilograms","19955641"
"China","2009","Monophenols; octylphenol, nonylphenol and their isomers, salts thereof","Export","1037681","322021","Weight in kilograms","322021"
"China","2009","Monophenols; octylphenol, nonylphenol and their isomers, salts thereof","Import","37402739","24871520","Weight in kilograms","24871520"
"China","2009","Monophenols; naphthols and their salts","Export","28922337","12915779","Weight in kilograms","12915779"
"China","2009","Monophenols; naphthols and their salts","Import","952536","54253","Weight in kilograms","54253"
"China","2009","Monophenols; n.e.c. in item no. 2907.1","Export","28177489","6234812","Weight in kilograms","6234812"
"China","2009","Monophenols; n.e.c. in item no. 2907.1","Import","39166962","14768049","Weight in kilograms","14768049"
"China","2009","Polyphenols; resorcinol and its salts","Export","3567822","427097","Weight in kilograms","427097"
"China","2009","Polyphenols; resorcinol and its salts","Import","49243612","10335264","Weight in kilograms","10335264"
"China","2009","Polyphenols; hydroquinone (quinol) and its salts","Export","7178235","1784455","Weight in kilograms","1784455"
"China","2009","Polyphenols; hydroquinone (quinol) and its salts","Import","13170829","3880214","Weight in kilograms","3880214"
"China","2009","Polyphenols; 4,4'-isopropylidenediphenol (bisphenol A, diphenylolpropane) and its salts","Export","6060323","5071329","Weight in kilograms","5071329"
"China","2009","Polyphenols; 4,4'-isopropylidenediphenol (bisphenol A, diphenylolpropane) and its salts","Import","548436418","514757054","Weight in kilograms","514757054"
"China","2009","Phenol-alcohols and polyphenols n.e.c. in item number 2907.2","Export","27804414","1326757","Weight in kilograms","1326757"
"China","2009","Phenol-alcohols and polyphenols n.e.c. in item number 2907.2","Import","36886369","9744383","Weight in kilograms","9744383"
"China","2009","Phenol or phenol-alcohol derivatives containing only halogen substituents and their salts; other than pentachlorophenol (ISO)","Export","26909188","12328718","Weight in kilograms","12328718"
"China","2009","Phenol or phenol-alcohol derivatives containing only halogen substituents and their salts; other than pentachlorophenol (ISO)","Import","49659645","21591776","Weight in kilograms","21591776"
"China","2009","Phenol or phenol-alcohol derivatives, sulphonated, nitrated or nitrosated derivatives thereof; other than dinoseb (ISO), and 4,6-dinitro-o-cresol (DNOC (ISO)), and their salts","Export","42651112","8520893","Weight in kilograms","8520893"
"China","2009","Phenol or phenol-alcohol derivatives, sulphonated, nitrated or nitrosated derivatives thereof; other than dinoseb (ISO), and 4,6-dinitro-o-cresol (DNOC (ISO)), and their salts","Import","3706507","783503","Weight in kilograms","783503"
"China","2009","Ethers; acyclic, and their halogenated, sulphonated, nitrated or nitrosated derivatives, diethyl ether","Export","746002","364325","Weight in kilograms","364325"
"China","2009","Ethers; acyclic, and their halogenated, sulphonated, nitrated or nitrosated derivatives, diethyl ether","Import","6429","704","Weight in kilograms","704"
"China","2009","Ethers; acyclic, and their halogenated, sulphonated, nitrated or nitrosated derivatives, other than diethyl ether","Export","96285588","58502156","Weight in kilograms","58502156"
