"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"China","2017","Cyclic hydrocarbons; n.e.c. in heading no. 2902","Export","148625831","40415578.173","Weight in kilograms","40415578.173"
"China","2017","Saturated chlorinated derivatives of acyclic hydrocarbons; chloromethane (methyl chloride) and chloroethane (ethyl chloride)","Import","463525","","Weight in kilograms","46430.831"
"China","2017","Saturated chlorinated derivatives of acyclic hydrocarbons; chloromethane (methyl chloride) and chloroethane (ethyl chloride)","Export","5273312","6843048","Weight in kilograms","6843048"
"China","2017","Saturated chlorinated derivatives of acyclic hydrocarbons; dichloromethane (methylene chloride)","Import","216997","120610","Weight in kilograms","120610"
"China","2017","Saturated chlorinated derivatives of acyclic hydrocarbons; dichloromethane (methylene chloride)","Export","59167444","145231856","Weight in kilograms","145231856"
"China","2017","Saturated chlorinated derivatives of acyclic hydrocarbons; chloroform (trichloromethane)","Import","1315073","5965217","Weight in kilograms","5965217"
"China","2017","Saturated chlorinated derivatives of acyclic hydrocarbons; chloroform (trichloromethane)","Export","1156905","3588250","Weight in kilograms","3588250"
"China","2017","Saturated chlorinated derivatives of acyclic hydrocarbons; ethylene dichloride (ISO) (1,2-dichloroethane)","Import","101446106","375407120","Weight in kilograms","375407120"
"China","2017","Saturated chlorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.1","Import","1668526","3380397.926","Weight in kilograms","3380397.926"
"China","2017","Saturated chlorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.1","Export","13762818","6688404.062","Weight in kilograms","6688404.062"
"China","2017","Unsaturated chlorinated derivatives of acyclic hydrocarbons; vinyl chloride (chloroethylene)","Import","567298641","812040010","Weight in kilograms","812040010"
"China","2017","Unsaturated chlorinated derivatives of acyclic hydrocarbons; vinyl chloride (chloroethylene)","Export","16181749","25525630","Weight in kilograms","25525630"
"China","2017","Unsaturated chlorinated derivatives of acyclic hydrocarbons; trichloroethylene","Import","2592507","4047263","Weight in kilograms","4047263"
"China","2017","Unsaturated chlorinated derivatives of acyclic hydrocarbons; trichloroethylene","Export","22757960","29037140","Weight in kilograms","29037140"
"China","2017","Unsaturated chlorinated derivatives of acyclic hydrocarbons; tetrachloroethylene (perchloroethylene)","Import","37114217","79121794","Weight in kilograms","79121794"
"China","2017","Unsaturated chlorinated derivatives of acyclic hydrocarbons; tetrachloroethylene (perchloroethylene)","Export","1016282","1310100","Weight in kilograms","1310100"
"China","2017","Unsaturated chlorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.2","Import","1679232","25504.487","Weight in kilograms","25504.487"
"China","2017","Unsaturated chlorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.2","Export","59509626","17137252.452","Weight in kilograms","17137252.452"
"China","2017","Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons; other than ethylene dibromide (ISO) (1,2-dibromoethane)","Import","72797283","4907405.612","Weight in kilograms","4907405.612"
"China","2017","Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons; other than ethylene dibromide (ISO) (1,2-dibromoethane)","Export","1094154038","236925033","Weight in kilograms","236925033"
"China","2017","Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; chlorodifluoromethane (HCFC-22)","Export","182755217","99154399","Weight in kilograms","99154399"
"China","2017","Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; dichlorotrifluoroethane (HCFC-123)","Import","667608","73548","Weight in kilograms","73548"
"China","2017","Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; dichlorotrifluoroethane (HCFC-123)","Export","11894967","2545180","Weight in kilograms","2545180"
"China","2017","Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; dichlorofluoroethanes (HCFC-141, 141b)","Export","36982","9248","Weight in kilograms","9248"
"China","2017","Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; bromochlorodifluoromethane (Halon-1211), bromotrifluoromethane (Halon-1301), and dibromotetrafluoroethanes (Halon-2402)","Export","302777","20026.921","Weight in kilograms","20026.921"
"China","2017","Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; n.e.c. in headings 290371 to 290376, perhalogenated only with fluorine and chlorine","Import","1111","84.959","Weight in kilograms","84.959"
"China","2017","Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; n.e.c. in headings 290371 to 290376, perhalogenated only with fluorine and chlorine","Export","31055252","4642264","Weight in kilograms","4642264"
"China","2017","Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; perhalogenated derivatives, other than those only with fluorine and chlorine, n.e.c. in item no. 2903.71 to 2903.76","Import","1772955","1611.777","Weight in kilograms","1611.777"
"China","2017","Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; perhalogenated derivatives, other than those only with fluorine and chlorine, n.e.c. in item no. 2903.71 to 2903.76","Export","1154063","20241","Weight in kilograms","20241"
"China","2017","Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; n.e.c. in item no. 2903.7","Import","12514271","1401567.728","Weight in kilograms","1401567.728"
"China","2017","Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; n.e.c. in item no. 2903.7","Export","115118140","39270198.411","Weight in kilograms","39270198.411"
"China","2017","Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons; n.e.c. in item no. 2903.8","Import","12756344","6628027.478","Weight in kilograms","6628027.478"
"China","2017","Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons; n.e.c. in item no. 2903.8","Export","75171026","6983360.21","Weight in kilograms","6983360.21"
"China","2017","Halogenated derivatives of aromatic hydrocarbons; chlorobenzene, o-dichlorobenzene, and p-dichlorobenzene","Import","3314203","","Weight in kilograms","3915748.279"
"China","2017","Halogenated derivatives of aromatic hydrocarbons; chlorobenzene, o-dichlorobenzene, and p-dichlorobenzene","Export","41205427","41867600.386","Weight in kilograms","41867600.386"
"China","2017","Halogenated derivatives of aromatic hydrocarbons; n.e.c. in item no. 2903.91, 2903.92, 2903.93 and 2903.94","Import","87673937","","Weight in kilograms","25126040.057"
"China","2017","Halogenated derivatives of aromatic hydrocarbons; n.e.c. in item no. 2903.91, 2903.92, 2903.93 and 2903.94","Export","324878529","64493175.528","Weight in kilograms","64493175.528"
"China","2017","Derivatives of hydrocarbons; containing only sulpho groups, their salts and ethyl esters, whether or not halogenated","Import","34736792","","Weight in kilograms","16176465.157"
"China","2017","Derivatives of hydrocarbons; containing only sulpho groups, their salts and ethyl esters, whether or not halogenated","Export","45643578","15566655.28","Weight in kilograms","15566655.28"
"China","2017","Derivatives of hydrocarbons; containing only nitro or only nitroso groups, whether or not halogenated","Import","5682179","10319290.691","Weight in kilograms","10319290.691"
"China","2017","Derivatives of hydrocarbons; containing only nitro or only nitroso groups, whether or not halogenated","Export","56776482","21796324.411","Weight in kilograms","21796324.411"
"China","2017","Derivatives of hydrocarbons; salts of perfluorooctane sulphonic acid n.e.c in heading no. 2904, whether or not halogenated","Import","102","","No Quantity",""
"China","2017","Derivatives of hydrocarbons; perfluorooctane sulphonyl fluoride, whether or not halogenated","Import","35","","Weight in kilograms","0.646"
"China","2017","Derivatives of hydrocarbons; trichloronitromethane (chloropicrin), whether or not halogenated","Export","4292925","1326000","Weight in kilograms","1326000"
"China","2017","Derivatives of hydrocarbons n.e.c. in heading no. 2904, whether or not halogenated","Import","14987739","4513124.269","Weight in kilograms","4513124.269"
"China","2017","Derivatives of hydrocarbons n.e.c. in heading no. 2904, whether or not halogenated","Export","87643433","34559418.165","Weight in kilograms","34559418.165"
"China","2017","Alcohols; saturated monohydric, methanol (methyl alcohol)","Import","2641826774","","Weight in kilograms","8133788735.717"
"China","2017","Alcohols; saturated monohydric, methanol (methyl alcohol)","Export","47451086","126703211.34","Weight in kilograms","126703211.34"
"China","2017","Alcohols; saturated monohydric, propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol)","Import","114051733","","Weight in kilograms","102587631.872"
"China","2017","Alcohols; saturated monohydric, propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol)","Export","41134575","43893648","Weight in kilograms","43893648"
"China","2017","Alcohols; saturated monohydric, butan-1-ol (n-butyl alcohol)","Import","234014586","","Weight in kilograms","277636207.051"
"China","2017","Alcohols; saturated monohydric, butan-1-ol (n-butyl alcohol)","Export","18604820","21126944","Weight in kilograms","21126944"
"China","2017","Alcohols; saturated monohydric, butanols excluding item no. 2905.13","Import","46492397","","Weight in kilograms","64091753.485"
"China","2017","Alcohols; saturated monohydric, butanols excluding item no. 2905.13","Export","16719003","","Weight in kilograms","18330723.022"
"China","2017","Alcohols; saturated monohydric, octanol (octyl alcohol) and isomers thereof","Import","190786375","","Weight in kilograms","162723802.25"
"China","2017","Alcohols; saturated monohydric, octanol (octyl alcohol) and isomers thereof","Export","32810044","","Weight in kilograms","31846713.661"
"China","2017","Alcohols; saturated monohydric, dodecan-1-ol (lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)","Import","60540100","39579790.805","Weight in kilograms","39579790.805"
"China","2017","Alcohols; saturated monohydric, dodecan-1-ol (lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)","Export","2820351","1249458.569","Weight in kilograms","1249458.569"
"China","2017","Alcohols; saturated monohydric, n.e.c. in item no. 2905.1","Import","306026312","274369510.354","Weight in kilograms","274369510.354"
